group_index,sample_id,label,reason
3,43,0,任意损毁财物达2200元，符合入罪标准
3,44,1,信访诉求未终结，以寻衅滋事定罪不当
3,45,0,纠集他人持械殴打致轻伤，定罪合规
3,46,0,逼迫他人斗殴并随意殴打致轻伤，定罪合规
3,47,0,法院改变定性为故意伤害，定罪准确无风险
3,48,0,因琐事无端殴打他人致轻伤，定罪合规
3,49,0,多次扰乱收费站秩序牟利，定罪合规
3,50,0,纠集校外人员入校殴打师生，定罪合规
3,51,2,因工作矛盾殴打他人，定性寻衅滋事存疑
3,52,0,因赌资纠纷逞强持械伤人，定罪合规
3,53,2,偶发矛盾互殴致伤，定性寻衅滋事存疑
3,54,0,酒后无故殴打二人致轻微伤，定罪合规
3,55,0,泄愤损毁电梯财物达七千余元，定罪合规
3,56,0,多次随意殴打他人情节恶劣，定罪合规
3,57,0,持械追砍他人致轻伤，定罪合规
3,58,0,结伙随意殴打二人致轻微伤，定罪合规
3,59,0,持械砍人致轻伤且毁财，定罪合规
3,60,2,因物业纠纷损毁门禁，定性寻衅滋事存疑
4,61,0,持械伤人致轻微伤，定罪符合要件
4,62,0,多次滋扰施工造成损失，符合寻衅滋事要件
4,63,0,恶势力团伙实施多起违法犯罪，定罪准确
4,64,2,邻里纠纷引发的伤害，定性存在争议
4,65,0,纠集多人持械打砸伤人，符合寻衅滋事要件
4,66,0,多次在公共场所辱骂殴打他人，情节恶劣
4,67,1,信访终结后反复非访索财，入罪扩大化风险
4,68,0,因口角纠集多人砸车，符合寻衅滋事要件
4,69,0,酒后强闯民宅殴打他人致轻微伤，定罪准确
4,70,2,玩弹弓损毁财物，定性寻衅滋事有争议
4,71,0,为泄愤纠集他人殴打致轻微伤，符合要件
4,72,0,聚众斗殴致伤路人，情节恶劣，定罪准确
4,73,0,参与打砸夜宵摊致伤，符合寻衅滋事要件
4,74,0,持械伤人致轻伤并砸车，情节恶劣，定罪准确
4,75,2,因女儿被打上门理论，定性寻衅滋事有争议
4,76,0,多次骚扰前女友及家人损毁财物，情节恶劣
4,77,0,参与两起打砸财物事件，证据充分，定罪准确
4,78,0,酒后随意殴打多人致轻微伤，符合要件
4,79,0,互殴致轻伤，法院改定故意伤害符合法律规定
4,80,1,索要债务强行扣车，入罪扩大化风险
5,81,0,酒后砸车伤人，符合寻衅滋事罪构成要件
5,82,0,持械追逐他人毁财，符合寻衅滋事罪构成要件
5,83,0,持刀砸车砍人致轻伤，符合寻衅滋事罪构成要件
5,84,0,随意殴打他人致三人轻微伤，符合构罪标准
5,85,0,结伙殴打致二人轻伤一人轻微伤，符合构罪标准
5,86,2,因工程纠纷教唆砸车，是否属寻衅滋事存争议
5,87,0,酒店内保殴打滋事顾客致一轻伤三轻微伤，构罪
5,88,2,借钱未果撞毁他人大门，是否属寻衅滋事存争议
5,89,0,结伙持械无故殴打他人致二轻微伤，构罪
5,90,0,借故生非殴打他人致轻伤，符合寻衅滋事构罪标准
5,91,1,催讨债务针对无关第三人，入罪有扩大化风险
5,92,0,讨薪冲突中殴打他人致一轻伤三轻微伤，构罪
5,93,0,无故损毁他人财物数额巨大，符合构罪标准
5,94,0,报复恐吓他人并殴打致一轻伤二轻微伤，构罪
5,95,0,无故追逐拦截车辆致车损人伤，符合构罪标准
5,96,1,追讨赌债损毁他人财物，定寻衅滋事欠妥当
5,97,2,因竞争报复砸车，是否属寻衅滋事存争议
5,98,1,侵占村民土地定寻衅滋事，适用法律不当
5,99,0,多次任意损毁他人财物，符合寻衅滋事构罪标准
5,100,2,因亲属纠纷殴打他人致轻微伤，定寻衅滋事存疑
